MetricCategory,MetricSubcategory,MetricType,MetricValue,MetricLabel,match_id
TotalPointsWonOrLost_Freq,Lost,Frequency,55,TotalPointsWonOrLost_Freq | Lost,M004
TotalPointsWonOrLost_Freq,Won,Frequency,24,TotalPointsWonOrLost_Freq | Won,M004
TotalPointsWonOrLost_Freq,Lost_thru_Mistake,Frequency,55,TotalPointsWonOrLost_Freq | Lost_thru_Mistake,M004
TotalPointsWonOrLost_Freq,Won_thru_Winner,Frequency,24,TotalPointsWonOrLost_Freq | Won_thru_Winner,M004
Effective_Score,Effective_Score_Rally,Frequency,72,Effective_Score | Effective_Score_Rally,M004
Effective_Score,Effective_Score_Return,Frequency,33,Effective_Score | Effective_Score_Return,M004
Effective_Score,Effective_Score_Serve,Frequency,46,Effective_Score | Effective_Score_Serve,M004
Effective_Score_First,Effective_Score_First_Rally,Frequency,63,Effective_Score_First | Effective_Score_First_Rally,M004
Effective_Score_First,Effective_Score_First_Return,Frequency,29,Effective_Score_First | Effective_Score_First_Return,M004
Effective_Score_First,Effective_Score_First_Serve,Frequency,30,Effective_Score_First | Effective_Score_First_Serve,M004
Effective_Score_Second,Effective_Score_Second_Rally,Frequency,9,Effective_Score_Second | Effective_Score_Second_Rally,M004
Effective_Score_Second,Effective_Score_Second_Return,Frequency,4,Effective_Score_Second | Effective_Score_Second_Return,M004
Effective_Score_Second,Effective_Score_Second_Serve,Frequency,16,Effective_Score_Second | Effective_Score_Second_Serve,M004
Effective_Score_Deuce,Effective_Score_Deuce_Rally,Frequency,28,Effective_Score_Deuce | Effective_Score_Deuce_Rally,M004
Effective_Score_Deuce,Effective_Score_Deuce_Return,Frequency,18,Effective_Score_Deuce | Effective_Score_Deuce_Return,M004
Effective_Score_Deuce,Effective_Score_Deuce_Serve,Frequency,25,Effective_Score_Deuce | Effective_Score_Deuce_Serve,M004
Effective_Score_Adv,Effective_Score_Adv_Rally,Frequency,44,Effective_Score_Adv | Effective_Score_Adv_Rally,M004
Effective_Score_Adv,Effective_Score_Adv_Return,Frequency,15,Effective_Score_Adv | Effective_Score_Adv_Return,M004
Effective_Score_Adv,Effective_Score_Adv_Serve,Frequency,21,Effective_Score_Adv | Effective_Score_Adv_Serve,M004
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Rally,Frequency,22,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Rally,M004
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Return,Frequency,15,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Return,M004
Effective_Score_Deuce_First,Effective_Score_Deuce_First_Serve,Frequency,15,Effective_Score_Deuce_First | Effective_Score_Deuce_First_Serve,M004
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Rally,Frequency,6,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Rally,M004
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Return,Frequency,3,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Return,M004
Effective_Score_Deuce_Second,Effective_Score_Deuce_Second_Serve,Frequency,10,Effective_Score_Deuce_Second | Effective_Score_Deuce_Second_Serve,M004
Effective_Score_Adv_First,Effective_Score_Adv_First_Rally,Frequency,41,Effective_Score_Adv_First | Effective_Score_Adv_First_Rally,M004
Effective_Score_Adv_First,Effective_Score_Adv_First_Return,Frequency,14,Effective_Score_Adv_First | Effective_Score_Adv_First_Return,M004
Effective_Score_Adv_First,Effective_Score_Adv_First_Serve,Frequency,15,Effective_Score_Adv_First | Effective_Score_Adv_First_Serve,M004
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Rally,Frequency,3,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Rally,M004
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Return,Frequency,1,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Return,M004
Effective_Score_Adv_Second,Effective_Score_Adv_Second_Serve,Frequency,6,Effective_Score_Adv_Second | Effective_Score_Adv_Second_Serve,M004
Shots_By_OutComeGen,Rally_Lost,Frequency,21,Shots_By_OutComeGen | Rally_Lost,M004
Shots_By_OutComeGen,Rally_Rally,Frequency,39,Shots_By_OutComeGen | Rally_Rally,M004
Shots_By_OutComeGen,Rally_Won,Frequency,12,Shots_By_OutComeGen | Rally_Won,M004
Shots_By_OutComeGen,Return_Lost,Frequency,19,Shots_By_OutComeGen | Return_Lost,M004
Shots_By_OutComeGen,Return_Rally,Frequency,9,Shots_By_OutComeGen | Return_Rally,M004
Shots_By_OutComeGen,Return_Won,Frequency,5,Shots_By_OutComeGen | Return_Won,M004
Shots_By_OutComeGen,Serve_Lost,Frequency,15,Shots_By_OutComeGen | Serve_Lost,M004
Shots_By_OutComeGen,Serve_Rally,Frequency,24,Shots_By_OutComeGen | Serve_Rally,M004
Shots_By_OutComeGen,Serve_Won,Frequency,7,Shots_By_OutComeGen | Serve_Won,M004
Shots_By_OutComeGen_First,Rally_Lost,Frequency,18,Shots_By_OutComeGen_First | Rally_Lost,M004
Shots_By_OutComeGen_First,Rally_Rally,Frequency,36,Shots_By_OutComeGen_First | Rally_Rally,M004
Shots_By_OutComeGen_First,Rally_Won,Frequency,9,Shots_By_OutComeGen_First | Rally_Won,M004
Shots_By_OutComeGen_First,Return_Lost,Frequency,16,Shots_By_OutComeGen_First | Return_Lost,M004
Shots_By_OutComeGen_First,Return_Rally,Frequency,9,Shots_By_OutComeGen_First | Return_Rally,M004
Shots_By_OutComeGen_First,Return_Won,Frequency,4,Shots_By_OutComeGen_First | Return_Won,M004
Shots_By_OutComeGen_First,Serve_Lost,Frequency,6,Shots_By_OutComeGen_First | Serve_Lost,M004
Shots_By_OutComeGen_First,Serve_Rally,Frequency,18,Shots_By_OutComeGen_First | Serve_Rally,M004
Shots_By_OutComeGen_First,Serve_Won,Frequency,6,Shots_By_OutComeGen_First | Serve_Won,M004
Shots_By_OutComeGen_Second,Rally_Lost,Frequency,3,Shots_By_OutComeGen_Second | Rally_Lost,M004
Shots_By_OutComeGen_Second,Rally_Rally,Frequency,3,Shots_By_OutComeGen_Second | Rally_Rally,M004
Shots_By_OutComeGen_Second,Rally_Won,Frequency,3,Shots_By_OutComeGen_Second | Rally_Won,M004
Shots_By_OutComeGen_Second,Return_Lost,Frequency,3,Shots_By_OutComeGen_Second | Return_Lost,M004
Shots_By_OutComeGen_Second,Return_Won,Frequency,1,Shots_By_OutComeGen_Second | Return_Won,M004
Shots_By_OutComeGen_Second,Serve_Lost,Frequency,9,Shots_By_OutComeGen_Second | Serve_Lost,M004
Shots_By_OutComeGen_Second,Serve_Rally,Frequency,6,Shots_By_OutComeGen_Second | Serve_Rally,M004
Shots_By_OutComeGen_Second,Serve_Won,Frequency,1,Shots_By_OutComeGen_Second | Serve_Won,M004
Shots_By_OutComeGen_Deuce,Rally_Lost,Frequency,11,Shots_By_OutComeGen_Deuce | Rally_Lost,M004
Shots_By_OutComeGen_Deuce,Rally_Rally,Frequency,16,Shots_By_OutComeGen_Deuce | Rally_Rally,M004
Shots_By_OutComeGen_Deuce,Rally_Won,Frequency,1,Shots_By_OutComeGen_Deuce | Rally_Won,M004
Shots_By_OutComeGen_Deuce,Return_Lost,Frequency,13,Shots_By_OutComeGen_Deuce | Return_Lost,M004
Shots_By_OutComeGen_Deuce,Return_Rally,Frequency,2,Shots_By_OutComeGen_Deuce | Return_Rally,M004
Shots_By_OutComeGen_Deuce,Return_Won,Frequency,3,Shots_By_OutComeGen_Deuce | Return_Won,M004
Shots_By_OutComeGen_Deuce,Serve_Lost,Frequency,11,Shots_By_OutComeGen_Deuce | Serve_Lost,M004
Shots_By_OutComeGen_Deuce,Serve_Rally,Frequency,10,Shots_By_OutComeGen_Deuce | Serve_Rally,M004
Shots_By_OutComeGen_Deuce,Serve_Won,Frequency,4,Shots_By_OutComeGen_Deuce | Serve_Won,M004
Shots_By_OutComeGen_Adv,Rally_Lost,Frequency,10,Shots_By_OutComeGen_Adv | Rally_Lost,M004
Shots_By_OutComeGen_Adv,Rally_Rally,Frequency,23,Shots_By_OutComeGen_Adv | Rally_Rally,M004
Shots_By_OutComeGen_Adv,Rally_Won,Frequency,11,Shots_By_OutComeGen_Adv | Rally_Won,M004
Shots_By_OutComeGen_Adv,Return_Lost,Frequency,6,Shots_By_OutComeGen_Adv | Return_Lost,M004
Shots_By_OutComeGen_Adv,Return_Rally,Frequency,7,Shots_By_OutComeGen_Adv | Return_Rally,M004
Shots_By_OutComeGen_Adv,Return_Won,Frequency,2,Shots_By_OutComeGen_Adv | Return_Won,M004
Shots_By_OutComeGen_Adv,Serve_Lost,Frequency,4,Shots_By_OutComeGen_Adv | Serve_Lost,M004
Shots_By_OutComeGen_Adv,Serve_Rally,Frequency,14,Shots_By_OutComeGen_Adv | Serve_Rally,M004
Shots_By_OutComeGen_Adv,Serve_Won,Frequency,3,Shots_By_OutComeGen_Adv | Serve_Won,M004
Shots_By_OutComeGen_Deuce_First,Rally_Lost,Frequency,8,Shots_By_OutComeGen_Deuce_First | Rally_Lost,M004
Shots_By_OutComeGen_Deuce_First,Rally_Rally,Frequency,13,Shots_By_OutComeGen_Deuce_First | Rally_Rally,M004
Shots_By_OutComeGen_Deuce_First,Rally_Won,Frequency,1,Shots_By_OutComeGen_Deuce_First | Rally_Won,M004
Shots_By_OutComeGen_Deuce_First,Return_Lost,Frequency,11,Shots_By_OutComeGen_Deuce_First | Return_Lost,M004
Shots_By_OutComeGen_Deuce_First,Return_Rally,Frequency,2,Shots_By_OutComeGen_Deuce_First | Return_Rally,M004
Shots_By_OutComeGen_Deuce_First,Return_Won,Frequency,2,Shots_By_OutComeGen_Deuce_First | Return_Won,M004
Shots_By_OutComeGen_Deuce_First,Serve_Lost,Frequency,5,Shots_By_OutComeGen_Deuce_First | Serve_Lost,M004
Shots_By_OutComeGen_Deuce_First,Serve_Rally,Frequency,7,Shots_By_OutComeGen_Deuce_First | Serve_Rally,M004
Shots_By_OutComeGen_Deuce_First,Serve_Won,Frequency,3,Shots_By_OutComeGen_Deuce_First | Serve_Won,M004
Shots_By_OutComeGen_Deuce_Second,Rally_Lost,Frequency,3,Shots_By_OutComeGen_Deuce_Second | Rally_Lost,M004
Shots_By_OutComeGen_Deuce_Second,Rally_Rally,Frequency,3,Shots_By_OutComeGen_Deuce_Second | Rally_Rally,M004
Shots_By_OutComeGen_Deuce_Second,Return_Lost,Frequency,2,Shots_By_OutComeGen_Deuce_Second | Return_Lost,M004
Shots_By_OutComeGen_Deuce_Second,Return_Won,Frequency,1,Shots_By_OutComeGen_Deuce_Second | Return_Won,M004
Shots_By_OutComeGen_Deuce_Second,Serve_Lost,Frequency,6,Shots_By_OutComeGen_Deuce_Second | Serve_Lost,M004
Shots_By_OutComeGen_Deuce_Second,Serve_Rally,Frequency,3,Shots_By_OutComeGen_Deuce_Second | Serve_Rally,M004
Shots_By_OutComeGen_Deuce_Second,Serve_Won,Frequency,1,Shots_By_OutComeGen_Deuce_Second | Serve_Won,M004
Shots_By_OutComeGen_Adv_First,Rally_Lost,Frequency,10,Shots_By_OutComeGen_Adv_First | Rally_Lost,M004
Shots_By_OutComeGen_Adv_First,Rally_Rally,Frequency,23,Shots_By_OutComeGen_Adv_First | Rally_Rally,M004
Shots_By_OutComeGen_Adv_First,Rally_Won,Frequency,8,Shots_By_OutComeGen_Adv_First | Rally_Won,M004
Shots_By_OutComeGen_Adv_First,Return_Lost,Frequency,5,Shots_By_OutComeGen_Adv_First | Return_Lost,M004
Shots_By_OutComeGen_Adv_First,Return_Rally,Frequency,7,Shots_By_OutComeGen_Adv_First | Return_Rally,M004
Shots_By_OutComeGen_Adv_First,Return_Won,Frequency,2,Shots_By_OutComeGen_Adv_First | Return_Won,M004
Shots_By_OutComeGen_Adv_First,Serve_Lost,Frequency,1,Shots_By_OutComeGen_Adv_First | Serve_Lost,M004
Shots_By_OutComeGen_Adv_First,Serve_Rally,Frequency,11,Shots_By_OutComeGen_Adv_First | Serve_Rally,M004
Shots_By_OutComeGen_Adv_First,Serve_Won,Frequency,3,Shots_By_OutComeGen_Adv_First | Serve_Won,M004
Shots_By_OutComeGen_Adv_Second,Rally_Won,Frequency,3,Shots_By_OutComeGen_Adv_Second | Rally_Won,M004
Shots_By_OutComeGen_Adv_Second,Return_Lost,Frequency,1,Shots_By_OutComeGen_Adv_Second | Return_Lost,M004
Shots_By_OutComeGen_Adv_Second,Serve_Lost,Frequency,3,Shots_By_OutComeGen_Adv_Second | Serve_Lost,M004
Shots_By_OutComeGen_Adv_Second,Serve_Rally,Frequency,3,Shots_By_OutComeGen_Adv_Second | Serve_Rally,M004
Eval1_By_OutCome_Effective,Rally_Lost_thru_Mistake,Frequency,21,Eval1_By_OutCome_Effective | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective,Rally_Rally,Frequency,39,Eval1_By_OutCome_Effective | Rally_Rally,M004
Eval1_By_OutCome_Effective,Rally_Won_thru_Winner,Frequency,12,Eval1_By_OutCome_Effective | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective,Return_Lost_thru_Mistake,Frequency,19,Eval1_By_OutCome_Effective | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective,Return_Rally,Frequency,9,Eval1_By_OutCome_Effective | Return_Rally,M004
Eval1_By_OutCome_Effective,Return_Won_thru_Winner,Frequency,5,Eval1_By_OutCome_Effective | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective,Serve_Lost_thru_Mistake,Frequency,15,Eval1_By_OutCome_Effective | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective,Serve_Rally,Frequency,24,Eval1_By_OutCome_Effective | Serve_Rally,M004
Eval1_By_OutCome_Effective,Serve_Won_thru_Winner,Frequency,7,Eval1_By_OutCome_Effective | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_First,Rally_Lost_thru_Mistake,Frequency,18,Eval1_By_OutCome_Effective_First | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_First,Rally_Rally,Frequency,36,Eval1_By_OutCome_Effective_First | Rally_Rally,M004
Eval1_By_OutCome_Effective_First,Rally_Won_thru_Winner,Frequency,9,Eval1_By_OutCome_Effective_First | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_First,Return_Lost_thru_Mistake,Frequency,16,Eval1_By_OutCome_Effective_First | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_First,Return_Rally,Frequency,9,Eval1_By_OutCome_Effective_First | Return_Rally,M004
Eval1_By_OutCome_Effective_First,Return_Won_thru_Winner,Frequency,4,Eval1_By_OutCome_Effective_First | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_First,Serve_Lost_thru_Mistake,Frequency,6,Eval1_By_OutCome_Effective_First | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_First,Serve_Rally,Frequency,18,Eval1_By_OutCome_Effective_First | Serve_Rally,M004
Eval1_By_OutCome_Effective_First,Serve_Won_thru_Winner,Frequency,6,Eval1_By_OutCome_Effective_First | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Second,Rally_Lost_thru_Mistake,Frequency,3,Eval1_By_OutCome_Effective_Second | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Second,Rally_Rally,Frequency,3,Eval1_By_OutCome_Effective_Second | Rally_Rally,M004
Eval1_By_OutCome_Effective_Second,Rally_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Second | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Second,Return_Lost_thru_Mistake,Frequency,3,Eval1_By_OutCome_Effective_Second | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Second,Return_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Second | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Second,Serve_Lost_thru_Mistake,Frequency,9,Eval1_By_OutCome_Effective_Second | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Second,Serve_Rally,Frequency,6,Eval1_By_OutCome_Effective_Second | Serve_Rally,M004
Eval1_By_OutCome_Effective_Second,Serve_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Second | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce,Rally_Lost_thru_Mistake,Frequency,11,Eval1_By_OutCome_Effective_Deuce | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce,Rally_Rally,Frequency,16,Eval1_By_OutCome_Effective_Deuce | Rally_Rally,M004
Eval1_By_OutCome_Effective_Deuce,Rally_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Deuce | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce,Return_Lost_thru_Mistake,Frequency,13,Eval1_By_OutCome_Effective_Deuce | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce,Return_Rally,Frequency,2,Eval1_By_OutCome_Effective_Deuce | Return_Rally,M004
Eval1_By_OutCome_Effective_Deuce,Return_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Deuce | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce,Serve_Lost_thru_Mistake,Frequency,11,Eval1_By_OutCome_Effective_Deuce | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce,Serve_Rally,Frequency,10,Eval1_By_OutCome_Effective_Deuce | Serve_Rally,M004
Eval1_By_OutCome_Effective_Deuce,Serve_Won_thru_Winner,Frequency,4,Eval1_By_OutCome_Effective_Deuce | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv,Rally_Lost_thru_Mistake,Frequency,10,Eval1_By_OutCome_Effective_Adv | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv,Rally_Rally,Frequency,23,Eval1_By_OutCome_Effective_Adv | Rally_Rally,M004
Eval1_By_OutCome_Effective_Adv,Rally_Won_thru_Winner,Frequency,11,Eval1_By_OutCome_Effective_Adv | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv,Return_Lost_thru_Mistake,Frequency,6,Eval1_By_OutCome_Effective_Adv | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv,Return_Rally,Frequency,7,Eval1_By_OutCome_Effective_Adv | Return_Rally,M004
Eval1_By_OutCome_Effective_Adv,Return_Won_thru_Winner,Frequency,2,Eval1_By_OutCome_Effective_Adv | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv,Serve_Lost_thru_Mistake,Frequency,4,Eval1_By_OutCome_Effective_Adv | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv,Serve_Rally,Frequency,14,Eval1_By_OutCome_Effective_Adv | Serve_Rally,M004
Eval1_By_OutCome_Effective_Adv,Serve_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Adv | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce_First,Rally_Lost_thru_Mistake,Frequency,8,Eval1_By_OutCome_Effective_Deuce_First | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_First,Rally_Rally,Frequency,13,Eval1_By_OutCome_Effective_Deuce_First | Rally_Rally,M004
Eval1_By_OutCome_Effective_Deuce_First,Rally_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Deuce_First | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce_First,Return_Lost_thru_Mistake,Frequency,11,Eval1_By_OutCome_Effective_Deuce_First | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_First,Return_Rally,Frequency,2,Eval1_By_OutCome_Effective_Deuce_First | Return_Rally,M004
Eval1_By_OutCome_Effective_Deuce_First,Return_Won_thru_Winner,Frequency,2,Eval1_By_OutCome_Effective_Deuce_First | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce_First,Serve_Lost_thru_Mistake,Frequency,5,Eval1_By_OutCome_Effective_Deuce_First | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_First,Serve_Rally,Frequency,7,Eval1_By_OutCome_Effective_Deuce_First | Serve_Rally,M004
Eval1_By_OutCome_Effective_Deuce_First,Serve_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Deuce_First | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce_Second,Rally_Lost_thru_Mistake,Frequency,3,Eval1_By_OutCome_Effective_Deuce_Second | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_Second,Rally_Rally,Frequency,3,Eval1_By_OutCome_Effective_Deuce_Second | Rally_Rally,M004
Eval1_By_OutCome_Effective_Deuce_Second,Return_Lost_thru_Mistake,Frequency,2,Eval1_By_OutCome_Effective_Deuce_Second | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_Second,Return_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Deuce_Second | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Deuce_Second,Serve_Lost_thru_Mistake,Frequency,6,Eval1_By_OutCome_Effective_Deuce_Second | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Deuce_Second,Serve_Rally,Frequency,3,Eval1_By_OutCome_Effective_Deuce_Second | Serve_Rally,M004
Eval1_By_OutCome_Effective_Deuce_Second,Serve_Won_thru_Winner,Frequency,1,Eval1_By_OutCome_Effective_Deuce_Second | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv_First,Rally_Lost_thru_Mistake,Frequency,10,Eval1_By_OutCome_Effective_Adv_First | Rally_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv_First,Rally_Rally,Frequency,23,Eval1_By_OutCome_Effective_Adv_First | Rally_Rally,M004
Eval1_By_OutCome_Effective_Adv_First,Rally_Won_thru_Winner,Frequency,8,Eval1_By_OutCome_Effective_Adv_First | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv_First,Return_Lost_thru_Mistake,Frequency,5,Eval1_By_OutCome_Effective_Adv_First | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv_First,Return_Rally,Frequency,7,Eval1_By_OutCome_Effective_Adv_First | Return_Rally,M004
Eval1_By_OutCome_Effective_Adv_First,Return_Won_thru_Winner,Frequency,2,Eval1_By_OutCome_Effective_Adv_First | Return_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv_First,Serve_Lost_thru_Mistake,Frequency,1,Eval1_By_OutCome_Effective_Adv_First | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv_First,Serve_Rally,Frequency,11,Eval1_By_OutCome_Effective_Adv_First | Serve_Rally,M004
Eval1_By_OutCome_Effective_Adv_First,Serve_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Adv_First | Serve_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv_Second,Rally_Won_thru_Winner,Frequency,3,Eval1_By_OutCome_Effective_Adv_Second | Rally_Won_thru_Winner,M004
Eval1_By_OutCome_Effective_Adv_Second,Return_Lost_thru_Mistake,Frequency,1,Eval1_By_OutCome_Effective_Adv_Second | Return_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv_Second,Serve_Lost_thru_Mistake,Frequency,3,Eval1_By_OutCome_Effective_Adv_Second | Serve_Lost_thru_Mistake,M004
Eval1_By_OutCome_Effective_Adv_Second,Serve_Rally,Frequency,3,Eval1_By_OutCome_Effective_Adv_Second | Serve_Rally,M004
Effective_Score2_Shots,Effective_Score_BH,Frequency,21,Effective_Score2_Shots | Effective_Score_BH,M004
Effective_Score2_Shots,Effective_Score_FH,Frequency,85,Effective_Score2_Shots | Effective_Score_FH,M004
Effective_Score2_Shots,Effective_Score_Slice,Frequency,16,Effective_Score2_Shots | Effective_Score_Slice,M004
Effective_Score2_Shots,Effective_Score_Volley,Frequency,2,Effective_Score2_Shots | Effective_Score_Volley,M004
ShotsEval2_By_OutComeGen_Effective,BH_Lost,Frequency,6,ShotsEval2_By_OutComeGen_Effective | BH_Lost,M004
ShotsEval2_By_OutComeGen_Effective,BH_Rally,Frequency,14,ShotsEval2_By_OutComeGen_Effective | BH_Rally,M004
ShotsEval2_By_OutComeGen_Effective,BH_Won,Frequency,1,ShotsEval2_By_OutComeGen_Effective | BH_Won,M004
ShotsEval2_By_OutComeGen_Effective,FH_Lost,Frequency,21,ShotsEval2_By_OutComeGen_Effective | FH_Lost,M004
ShotsEval2_By_OutComeGen_Effective,FH_Rally,Frequency,50,ShotsEval2_By_OutComeGen_Effective | FH_Rally,M004
ShotsEval2_By_OutComeGen_Effective,FH_Won,Frequency,14,ShotsEval2_By_OutComeGen_Effective | FH_Won,M004
ShotsEval2_By_OutComeGen_Effective,Slice_Lost,Frequency,6,ShotsEval2_By_OutComeGen_Effective | Slice_Lost,M004
ShotsEval2_By_OutComeGen_Effective,Slice_Rally,Frequency,6,ShotsEval2_By_OutComeGen_Effective | Slice_Rally,M004
ShotsEval2_By_OutComeGen_Effective,Slice_Won,Frequency,4,ShotsEval2_By_OutComeGen_Effective | Slice_Won,M004
ShotsEval2_By_OutComeGen_Effective,Volley_Rally,Frequency,1,ShotsEval2_By_OutComeGen_Effective | Volley_Rally,M004
ShotsEval2_By_OutComeGen_Effective,Volley_Won,Frequency,1,ShotsEval2_By_OutComeGen_Effective | Volley_Won,M004
Eval2_By_OutCome_Effective,BH_Lost_thru_Mistake,Frequency,6,Eval2_By_OutCome_Effective | BH_Lost_thru_Mistake,M004
Eval2_By_OutCome_Effective,BH_Rally,Frequency,14,Eval2_By_OutCome_Effective | BH_Rally,M004
Eval2_By_OutCome_Effective,BH_Won_thru_Winner,Frequency,1,Eval2_By_OutCome_Effective | BH_Won_thru_Winner,M004
Eval2_By_OutCome_Effective,FH_Lost_thru_Mistake,Frequency,21,Eval2_By_OutCome_Effective | FH_Lost_thru_Mistake,M004
Eval2_By_OutCome_Effective,FH_Rally,Frequency,50,Eval2_By_OutCome_Effective | FH_Rally,M004
Eval2_By_OutCome_Effective,FH_Won_thru_Winner,Frequency,14,Eval2_By_OutCome_Effective | FH_Won_thru_Winner,M004
Eval2_By_OutCome_Effective,Slice_Lost_thru_Mistake,Frequency,6,Eval2_By_OutCome_Effective | Slice_Lost_thru_Mistake,M004
Eval2_By_OutCome_Effective,Slice_Rally,Frequency,6,Eval2_By_OutCome_Effective | Slice_Rally,M004
Eval2_By_OutCome_Effective,Slice_Won_thru_Winner,Frequency,4,Eval2_By_OutCome_Effective | Slice_Won_thru_Winner,M004
Eval2_By_OutCome_Effective,Volley_Rally,Frequency,1,Eval2_By_OutCome_Effective | Volley_Rally,M004
Eval2_By_OutCome_Effective,Volley_Won_thru_Winner,Frequency,1,Eval2_By_OutCome_Effective | Volley_Won_thru_Winner,M004
Shots_By_Part_OutComeGen,Return_One_Lost,Frequency,13,Shots_By_Part_OutComeGen | Return_One_Lost,M004
Shots_By_Part_OutComeGen,Return_One_Won,Frequency,4,Shots_By_Part_OutComeGen | Return_One_Won,M004
Shots_By_Part_OutComeGen,Return_Two_Lost,Frequency,6,Shots_By_Part_OutComeGen | Return_Two_Lost,M004
Shots_By_Part_OutComeGen,Return_Two_Rally,Frequency,9,Shots_By_Part_OutComeGen | Return_Two_Rally,M004
Shots_By_Part_OutComeGen,Return_Two_Won,Frequency,1,Shots_By_Part_OutComeGen | Return_Two_Won,M004
Shots_By_Part_OutComeGen,Serve_One_Lost,Frequency,9,Shots_By_Part_OutComeGen | Serve_One_Lost,M004
Shots_By_Part_OutComeGen,Serve_Two_Lost,Frequency,6,Shots_By_Part_OutComeGen | Serve_Two_Lost,M004
